60,3.09403125
65,3.09415625
70,3.09409375
75,3.08378125
80,2.995
85,2.85375
90,2.717375
95,2.582
100,2.47346875
105,2.36965625
110,2.2626875
115,2.1715625
120,2.09471875
125,2.008875
130,1.93975
135,1.8641875
140,1.79890625
145,1.735
150,1.66384375
155,1.60265625
160,1.54740625
165,1.508625
170,1.45878125
175,1.41546875
180,1.3848125
185,1.3581875
190,1.33821875
195,1.314875
200,1.28159375
205,1.26303125
210,1.2440625
215,1.2084375
220,1.1881875
225,1.1675
230,1.14909375
235,1.13046875
240,1.11025
245,1.0931875
250,1.073
255,1.0616875
260,1.0529375
265,1.0303125
270,1.01096875
275,1.00115625
280,0.990875
285,0.9735625
290,0.95778125
295,0.95228125
300,0.93496875
305,0.932875
310,0.91484375
315,0.8975625
320,0.89471875
325,0.87734375
330,0.8754375
335,0.85675
340,0.8559375
345,0.83690625
350,0.8360625
355,0.81828125
360,0.817625
365,0.79978125
370,0.79825
375,0.79671875
380,0.7789375
385,0.778875
390,0.76203125
395,0.75975
400,0.75975
405,0.75521875
410,0.74065625
415,0.74065625
420,0.740625
425,0.72078125
430,0.7194375
435,0.71946875
440,0.7148125
445,0.7003125
450,0.6995
455,0.6995
400,0.740828125
405,0.7410625
410,0.7410625
415,0.741078125
420,0.74115625
425,0.722390625
430,0.7200625
435,0.720140625
440,0.72003125
445,0.706734375
450,0.700453125
455,0.700265625
460,0.700296875
465,0.696265625
470,0.6818125
475,0.680796875
480,0.6808125
485,0.68071875
490,0.668390625
495,0.66171875
500,0.661109375
505,0.661109375
510,0.6581875
515,0.642203125
520,0.64134375
525,0.641328125
530,0.62625
535,0.62153125
540,0.621421875
545,0.621390625
550,0.6214375
555,0.606359375
560,0.6029375
565,0.602140625
570,0.602171875
575,0.6021875
580,0.59009375
585,0.582609375
590,0.582609375
595,0.582609375
600,0.5825625
605,0.581953125
610,0.578
615,0.56359375
620,0.5630625
625,0.562984375
630,0.5630625
635,0.563015625
640,0.563
645,0.544921875
650,0.54378125
655,0.54378125
660,0.542984375
665,0.54303125
670,0.543015625
675,0.54309375
680,0.542328125
685,0.540578125
690,0.52390625
695,0.54253125
700,0.543015625
705,0.542203125
710,0.543
715,0.536203125
720,0.524375
725,0.5235625
730,0.523609375
735,0.523671875
740,0.523625
745,0.52134375
750,0.50484375
755,0.50415625
760,0.50421875
765,0.502984375
770,0.4910625
775,0.48959375
780,0.48825
785,0.556171875
790,0.554921875
795,0.553359375
