200,2.63384375
205,2.6166875
210,2.587
215,2.5428125
220,2.5103125
225,2.48990625
230,2.45540625
235,2.42075
240,2.3871875
245,2.35115625
250,2.332375
255,2.29815625
260,2.25921875
265,2.22378125
270,2.18753125
275,2.15175
280,2.11678125
285,2.09278125
290,2.06228125
295,2.02628125
300,2.00996875
305,1.988625
310,1.9558125
315,1.9208125
320,1.9015625
325,1.8675625
330,1.84509375
335,1.80959375
340,1.7913125
345,1.77040625
350,1.738125
355,1.71296875
360,1.68996875
365,1.65878125
370,1.63803125
375,1.618125
380,1.59975
385,1.58225
390,1.56275
395,1.54440625
400,1.52571875
405,1.5053125
410,1.4890625
415,1.46971875
420,1.452625
425,1.43415625
430,1.40965625
435,1.400875
440,1.38353125
445,1.36571875
450,1.3473125
455,1.3455625
460,1.3275
465,1.31171875
470,1.3076875
475,1.289125
480,1.271375
485,1.2705625
490,1.25434375
495,1.25134375
500,1.23384375
505,1.23259375
510,1.21384375
515,1.212
520,1.19515625
525,1.17884375
530,1.17625
535,1.158875
540,1.15765625
545,1.14203125
550,1.139125
555,1.12403125
560,1.09859375
565,1.0909375
570,1.078921875
575,1.069015625
580,1.05978125
585,1.051703125
590,1.0413593749999999
595,1.0328593750000001
600,0.99334375
605,0.98084375
610,0.97996875
615,0.96134375
620,0.96109375
625,0.95009375
630,0.9416875
635,0.92503125
640,0.92209375
645,0.92109375
650,0.90575
655,0.9023125
660,0.901625
665,0.8855625
670,0.88359375
675,0.8681875
680,0.86459375
685,0.86471875
690,0.853375
695,0.84475
700,0.84478125
705,0.84509375
710,0.82553125
715,0.82503125
720,0.82565625
725,0.8113125
730,0.80615625
735,0.80575
740,0.8059375
745,0.8044375
750,0.80371875
755,0.80328125
760,0.80384375
765,0.78603125
770,0.783375
775,0.78296875
780,0.7834375
785,0.783625
790,0.78334375
795,0.77065625
800,0.764375
805,0.76453125
810,0.76403125
815,0.76384375
820,0.7645
825,0.76328125
830,0.7645
835,0.74815625
840,0.74509375
845,0.7453125
850,0.74490625
855,0.7448125
860,0.7451875
865,0.7455625
870,0.74190625
875,0.732875
880,0.72609375
885,0.7261875
890,0.7258125
895,0.725625
900,0.687109375
905,0.687015625
910,0.673828125
915,0.66940625
920,0.66846875
925,0.66890625
930,0.6685000000000001
935,0.668640625
940,0.660625
945,0.6527031249999999
950,0.650859375
955,0.65134375
960,0.60871875
965,0.5984375
970,0.5905625
975,0.58515625
980,0.5723125
985,0.57028125
990,0.5735625
995,0.5701875
1000,0.57028125
1005,0.5704375
1010,0.57021875
1015,0.56525
1020,0.55578125
1025,0.5501875
1030,0.55009375
1035,0.54990625
1040,0.5499375
1045,0.54990625
1050,0.54528125
1055,0.53871875
1060,0.53203125
1065,0.53209375
1070,0.5305625
1075,0.53065625
1080,0.52896875
1085,0.529125
1090,0.52296875
1095,0.52525
1100,0.5115
1105,0.51159375
1110,0.51175
1115,0.512125
1120,0.51240625
1125,0.5125
1130,0.5124375
1135,0.5125625
1140,0.50021875
1145,0.49090625
1150,0.48875
1155,0.48659375
1160,0.486875
1165,0.48696875
1170,0.4868125
1175,0.48521875
1180,0.4868125
1185,0.4790625
1190,0.47178125
1195,0.46690625
1200,0.46684375
1205,0.46671875
1210,0.46675
1215,0.46709375
1220,0.46728125
1225,0.467
1230,0.46240625
1235,0.4574375
1240,0.4633125
1245,0.4665625
1250,0.44790625
1255,0.44853125
1260,0.44834375
1265,0.44825
1270,0.44846875
1275,0.44375
1280,0.4471875
1285,0.431625
1290,0.438625
1295,0.4290625
